id,carat,cut,color,clarity,depth,table,price,x,y,z
39348,0.54,Ideal,H,SI2,61.6,56.0,1073,5.25,5.28,3.24
46003,0.54,Ideal,D,VS2,61.2,56.0,1725,5.24,5.28,3.22
29137,0.32,Ideal,H,VVS1,62.7,55.0,692,4.37,4.4,2.75
25656,2.01,Premium,I,SI1,60.1,59.0,14558,8.24,8.19,4.94
24361,0.3,Ideal,H,VVS1,62.0,56.0,636,4.31,4.34,2.68
10137,1.0,Good,H,VS2,63.6,61.0,4722,6.25,6.21,3.96
51602,0.7,Premium,E,SI1,59.7,60.0,2394,5.81,5.79,3.46
26832,2.01,Premium,H,SI1,61.5,53.0,16733,8.13,8.03,4.97
456,0.71,Premium,E,SI1,59.2,59.0,2817,5.86,5.83,3.46
52016,0.7,Ideal,F,SI1,60.8,60.0,2445,5.74,5.78,3.5
1009,0.7,Good,G,VVS1,59.9,61.0,2899,5.75,5.81,3.46
50271,0.58,Premium,F,VVS2,62.6,56.0,2238,5.37,5.27,3.33
22720,1.58,Premium,H,SI1,61.5,59.0,10738,7.47,7.45,4.59
2946,1.0,Premium,J,SI2,62.7,58.0,3293,6.32,6.28,3.95
29877,0.3,Very Good,D,VS2,62.8,57.0,710,4.25,4.29,2.68
41716,0.47,Good,F,VS1,59.0,60.2,1243,5.04,5.09,2.99
50164,0.7,Premium,H,VS2,60.8,58.0,2218,5.71,5.68,3.46
49433,0.61,Ideal,F,VS2,62.4,55.0,2108,5.45,5.42,3.39
2902,0.72,Ideal,E,VS1,62.6,57.0,3283,5.69,5.72,3.57
45128,0.62,Ideal,H,VS2,62.8,57.0,1652,5.43,5.4,3.4
24367,0.31,Ideal,D,VS2,62.1,55.0,636,4.32,4.38,2.7
12603,1.33,Premium,F,SI2,60.7,62.0,5288,7.12,7.07,4.31
42557,0.42,Ideal,F,VVS1,62.0,55.0,1326,4.81,4.84,2.99
16530,1.04,Good,F,VS2,63.7,58.0,6606,6.34,6.43,4.07
23972,2.02,Premium,D,SI2,61.1,57.0,12108,8.12,8.05,4.94
37834,0.33,Ideal,D,VS2,60.9,55.0,1002,4.5,4.47,2.73
10278,1.21,Very Good,J,VS2,59.9,59.0,4754,6.86,6.92,4.13
6168,1.08,Premium,F,SI2,62.7,58.0,3992,6.53,6.49,4.08
27388,0.41,Premium,J,VS1,62.1,58.0,647,4.75,4.79,2.96
39542,0.4,Premium,F,VS2,62.6,58.0,1080,4.72,4.68,2.94
37916,0.41,Ideal,D,VS2,62.2,54.0,1007,4.77,4.81,2.98
12794,0.9,Ideal,G,VVS2,61.9,56.0,5335,6.15,6.22,3.83
15079,1.32,Fair,I,SI1,64.8,58.0,6061,6.9,6.83,4.45
17996,1.19,Premium,H,VS1,62.4,59.0,7277,6.79,6.73,4.22
44155,0.54,Ideal,I,VVS1,62.7,57.0,1564,5.14,5.22,3.25
18847,1.5,Good,F,SI2,62.9,59.0,7727,7.19,7.32,4.56
19481,1.67,Premium,H,SI2,62.6,60.0,8118,7.57,7.52,4.72
32528,0.35,Premium,H,VVS1,61.2,60.0,798,4.51,4.54,2.77
46334,0.58,Premium,I,VVS1,62.6,59.0,1758,5.31,5.27,3.31
31109,0.41,Very Good,J,VVS2,63.1,60.0,754,4.67,4.71,2.96
12064,1.04,Premium,D,SI2,59.8,58.0,5154,6.61,6.56,3.94
26404,2.4,Premium,J,SI1,59.7,58.0,15920,8.75,8.71,5.21
44279,0.49,Premium,E,VS1,58.1,62.0,1577,5.2,5.13,3.0
49934,0.71,Very Good,I,VS2,62.8,59.0,2185,5.64,5.67,3.55
37103,0.38,Ideal,G,SI1,62.1,54.0,969,4.67,4.64,2.9
6427,0.9,Ideal,G,SI2,61.4,56.0,4044,6.19,6.23,3.81
17176,1.72,Premium,J,SI1,62.0,56.0,6857,7.76,7.7,4.79
4092,1.02,Good,J,SI2,63.4,56.0,3534,6.36,6.42,4.05
3585,0.81,Ideal,F,SI1,61.5,57.0,3422,6.01,6.06,3.71
25320,1.5,Good,G,IF,59.9,59.0,13998,7.39,7.46,4.45
46067,0.54,Ideal,G,SI1,61.9,55.0,1736,5.24,5.26,3.25
2780,0.74,Ideal,H,VS1,62.1,55.0,3254,5.82,5.84,3.62
22685,0.4,Ideal,E,SI2,62.1,53.0,629,4.75,4.78,2.96
10647,1.01,Very Good,H,SI1,63.4,59.0,4836,6.34,6.28,4.0
13239,1.02,Premium,H,VS1,62.1,59.0,5469,6.38,6.43,3.98
46150,0.5,Premium,G,VS1,59.7,60.0,1746,5.14,5.11,3.06
50058,0.57,Ideal,E,VS2,61.3,57.0,2202,5.29,5.38,3.27
9179,1.25,Premium,D,SI2,59.8,55.0,4543,7.07,7.01,4.21
26241,2.03,Premium,I,SI1,61.4,58.0,15683,8.13,8.09,4.98
24134,1.54,Premium,H,IF,62.5,58.0,12308,7.38,7.33,4.6
41928,0.4,Ideal,F,VVS1,61.3,56.0,1263,4.73,4.76,2.91
20362,1.51,Very Good,I,SI1,63.0,59.0,8758,7.26,7.31,4.59
5083,0.9,Very Good,G,SI1,63.8,57.0,3752,6.04,6.13,3.88
40220,0.4,Very Good,G,VVS1,61.7,58.0,1123,4.69,4.71,2.9
26165,2.06,Premium,I,SI1,60.8,60.0,15494,8.25,8.16,4.99
40840,0.52,Very Good,E,SI2,62.7,56.0,1173,5.07,5.1,3.19
12766,1.11,Ideal,H,SI1,60.6,59.0,5325,6.75,6.71,4.08
25658,1.5,Good,E,VS2,57.8,63.0,14565,7.58,7.53,4.37
27694,0.41,Ideal,J,VS1,61.3,57.0,648,4.81,4.84,2.96
26409,2.03,Premium,H,SI2,61.6,58.0,15930,8.09,8.17,5.01
30250,0.26,Premium,E,VVS2,58.9,61.0,724,4.19,4.16,2.46
50829,0.67,Good,F,VS2,58.1,62.0,2309,5.76,5.83,3.36
9041,0.39,Ideal,F,SI2,62.2,55.0,587,4.68,4.71,2.92
25093,1.72,Very Good,F,SI1,63.2,61.0,13622,7.62,7.57,4.8
9194,1.02,Ideal,E,SI2,61.6,56.0,4547,6.55,6.48,3.99
31162,0.41,Very Good,F,SI1,62.8,57.0,755,4.69,4.73,2.96
22603,1.35,Ideal,G,VS1,62.7,57.0,10656,7.02,7.07,4.42
17709,0.32,Very Good,F,VS1,59.1,59.0,613,4.45,4.48,2.64
38030,0.38,Ideal,F,VVS2,62.1,54.6,1010,4.65,4.69,2.9
23424,1.86,Very Good,H,SI2,62.3,57.0,11416,7.82,7.85,4.88
24500,1.51,Very Good,E,VS2,62.7,59.0,12779,7.2,7.32,4.55
48811,0.76,Ideal,J,VS2,61.7,56.0,2026,5.85,5.88,3.62
25751,1.52,Ideal,G,VS2,61.4,56.0,14692,7.39,7.47,4.56
11637,1.01,Ideal,D,SI2,61.6,57.0,5051,6.32,6.45,3.93
38818,0.51,Very Good,J,VS2,62.5,56.0,1047,5.08,5.12,3.19
13813,1.25,Very Good,J,VS1,60.4,60.0,5628,6.99,7.08,4.25
14897,1.02,Premium,D,SI1,62.5,59.0,5998,6.4,6.34,3.98
32207,0.35,Very Good,H,VS1,60.8,63.0,788,4.57,4.54,2.77
16858,1.21,Ideal,H,SI1,61.8,55.0,6727,6.82,6.86,4.23
183,0.72,Ideal,G,SI1,60.7,56.0,2776,5.79,5.82,3.53
3902,0.9,Premium,G,SI2,59.9,58.0,3492,6.22,6.27,3.74
18083,1.5,Good,J,VS2,63.6,58.0,7308,7.23,7.2,4.59
3861,0.72,Ideal,G,VS1,61.0,55.0,3478,5.81,5.83,3.55
2497,1.01,Fair,F,SI1,66.1,60.0,3197,6.15,6.13,4.06
14876,1.15,Ideal,H,VS2,62.6,57.0,5989,6.75,6.69,4.21
24064,1.7,Ideal,I,VS1,60.1,57.0,12209,7.8,7.77,4.68
27763,0.32,Premium,H,VS2,60.6,58.0,648,4.47,4.44,2.7
1947,1.02,Fair,I,SI2,64.5,56.0,3084,6.28,6.25,4.04
23093,1.13,Ideal,E,VVS2,61.6,56.0,11115,6.69,6.71,4.13
31141,0.38,Very Good,G,SI1,62.1,54.0,755,4.64,4.67,2.9
49675,0.7,Premium,H,SI2,62.8,59.0,2142,5.65,5.62,3.54
49458,0.6,Very Good,E,VS1,60.9,58.0,2112,5.43,5.48,3.32
37515,0.44,Very Good,H,VVS1,61.0,59.0,986,4.87,4.9,2.98
16250,1.2,Premium,H,VS2,62.8,59.0,6500,6.75,6.7,4.22
49183,0.82,Ideal,I,SI2,61.1,57.0,2075,6.05,6.09,3.71
28941,0.3,Ideal,G,VVS2,62.7,57.0,684,4.26,4.29,2.68
35964,0.25,Good,E,VVS2,58.0,65.0,476,4.13,4.18,2.41
30251,0.26,Good,D,VVS2,63.6,56.0,724,4.09,4.06,2.59
36419,0.42,Very Good,D,SI1,63.3,58.0,942,4.75,4.73,3.0
39526,0.4,Ideal,I,VVS1,60.5,57.0,1080,4.79,4.76,2.89
18341,1.7,Ideal,J,SI2,62.0,53.0,7464,7.68,7.65,4.75
18337,1.5,Fair,E,SI2,65.8,57.0,7459,7.17,7.11,4.7
4572,0.76,Ideal,G,VS1,61.3,54.0,3648,5.88,5.94,3.62
21639,1.63,Good,I,SI1,63.7,58.0,9730,7.48,7.4,4.74
14437,1.0,Good,F,VS1,64.8,59.0,5829,6.17,6.23,4.02
45577,0.52,Very Good,G,VS1,61.7,56.0,1689,5.17,5.21,3.2
33574,0.3,Very Good,F,VVS1,62.2,56.0,832,4.28,4.3,2.67
35643,0.31,Ideal,G,VVS2,61.7,54.0,907,4.38,4.34,2.69
13102,1.02,Very Good,E,SI1,60.6,59.0,5424,6.47,6.49,3.93
7243,1.06,Ideal,H,SI1,62.7,57.0,4196,6.53,6.48,4.08
25894,1.82,Very Good,G,SI1,62.7,58.0,15025,7.68,7.75,4.84
17469,1.0,Good,G,VVS1,63.8,60.0,7007,6.31,6.35,4.04
29829,0.43,Ideal,J,VVS2,61.8,55.0,710,4.89,4.91,3.03
17523,1.12,Good,F,VS2,63.8,57.0,7051,6.61,6.59,4.21
47923,0.56,Ideal,G,VS1,62.2,55.0,1915,5.31,5.27,3.29
18013,1.01,Premium,E,VS2,59.2,59.0,7287,6.67,6.6,3.93
32020,0.33,Very Good,D,VS2,60.0,62.0,778,4.47,4.49,2.69
36489,0.3,Ideal,E,IF,62.6,53.0,943,4.29,4.33,2.7
16890,1.47,Premium,I,SI2,62.4,55.0,6742,7.34,7.24,4.55
15083,1.17,Very Good,D,SI2,60.9,60.0,6062,6.72,6.78,4.11
6344,0.9,Premium,H,VS2,61.6,58.0,4032,6.26,6.18,3.83
39975,0.44,Ideal,I,VVS1,61.2,55.0,1107,4.92,4.95,3.02
4037,1.0,Good,H,SI2,63.9,58.0,3528,6.36,6.28,4.03
6513,0.9,Ideal,H,VS1,61.2,57.0,4064,6.28,6.24,3.83
1964,0.73,Ideal,G,SI1,60.6,57.0,3089,5.84,5.87,3.55
21597,1.23,Ideal,G,VVS2,61.0,55.0,9698,6.95,6.93,4.23
24169,1.71,Ideal,I,VS2,61.9,54.0,12342,7.65,7.75,4.77
3895,0.77,Good,D,VS2,63.1,57.0,3489,5.83,5.86,3.69
14230,1.56,Ideal,J,SI2,62.1,55.0,5766,7.45,7.41,4.62
26319,1.59,Ideal,G,VVS2,62.6,55.0,15823,7.47,7.44,4.67
28515,0.32,Ideal,I,IF,60.8,54.0,673,4.44,4.47,2.71
49463,0.72,Ideal,J,VS1,62.7,57.0,2112,5.74,5.71,3.59
19243,1.59,Ideal,I,SI2,61.6,57.0,7978,7.56,7.51,4.64
24739,2.17,Premium,F,SI2,59.3,61.0,13084,8.6,8.53,5.08
25351,0.28,Very Good,F,VVS2,60.6,59.0,642,4.22,4.26,2.57
29868,0.3,Ideal,D,VS2,61.8,55.0,710,4.32,4.36,2.68
53459,0.7,Ideal,E,SI1,62.8,55.0,2677,5.65,5.69,3.56
20154,1.04,Premium,F,VVS2,62.1,56.0,8610,6.54,6.48,4.04
3322,0.81,Ideal,E,SI1,61.5,56.0,3373,6.01,6.03,3.7
44997,0.31,Premium,I,SI1,62.3,59.0,523,4.32,4.29,2.68
27869,0.38,Premium,F,SI1,62.0,58.0,653,4.6,4.63,2.86
37867,0.4,Very Good,D,VS1,62.9,55.0,1004,4.73,4.77,2.99
